indx,pl_name,hostname,sys_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,st_spectype,st_rad,st_mass,sy_dist,disc_facility
3725,Kepler-1344 b,Kepler-1344,Kepler-1344,1,1,Transit,2016,0.0568,1.84,4.04,0.0,,1.13,1.09,853.959,Kepler
3726,Kepler-1345 b,Kepler-1345,Kepler-1345,1,1,Transit,2016,0.2638,2.36,6.17,0.0,,1.55,1.32,1355.02,Kepler
3727,Kepler-1346 b,Kepler-1346,Kepler-1346,1,1,Transit,2016,0.044,1.58,3.12,0.0,,1.21,1.14,843.701,Kepler
3728,Kepler-1347 b,Kepler-1347,Kepler-1347,1,1,Transit,2016,0.104,1.03,1.08,0.0,,0.79,0.82,321.0,Kepler
3729,Kepler-1348 b,Kepler-1348,Kepler-1348,1,1,Transit,2016,0.1834,1.94,4.42,0.0,,1.04,1.04,1213.82,Kepler
3730,Kepler-1349 b,Kepler-1349,Kepler-1349,1,1,Transit,2016,0.0341,0.7,0.271,0.0,,1.28,1.16,276.323,Kepler
3731,Kepler-1351 b,Kepler-1351,Kepler-1351,1,1,Transit,2016,0.0156,0.65,0.208,0.0,,0.67,0.7,202.782,Kepler
3732,Kepler-1352 b,Kepler-1352,Kepler-1352,1,1,Transit,2016,0.03,0.89,0.64,0.0,,1.16,1.11,670.829,Kepler
3733,Kepler-1353 b,Kepler-1353,Kepler-1353,1,1,Transit,2016,0.153,1.8,3.89,0.0,,0.72,0.76,593.384,Kepler
3734,Kepler-1354 b,Kepler-1354,Kepler-1354,1,1,Transit,2016,0.3521,2.97,9.11,0.0,,1.24,1.16,1119.45,Kepler
3735,Kepler-1355 b,Kepler-1355,Kepler-1355,1,1,Transit,2016,0.0224,1.46,2.73,0.0,,0.83,0.88,911.269,Kepler
3736,Kepler-1356 b,Kepler-1356,Kepler-1356,1,1,Transit,2016,0.0136,1.53,2.96,0.0,,0.78,0.82,845.228,Kepler
3737,Kepler-1357 b,Kepler-1357,Kepler-1357,1,1,Transit,2016,0.041,1.28,2.18,0.0,,0.9,0.93,1015.69,Kepler
3738,Kepler-1358 b,Kepler-1358,Kepler-1358,1,1,Transit,2016,0.0656,1.12,1.46,0.0,,0.79,0.82,546.998,Kepler
3739,Kepler-1359 b,Kepler-1359,Kepler-1359,1,1,Transit,2016,0.2769,2.83,8.4,0.0,,0.72,0.78,614.859,Kepler
3740,Kepler-1360 b,Kepler-1360,Kepler-1360,1,1,Transit,2016,0.2866,3.4,11.5,0.0,,1.83,1.51,1516.27,Kepler
3741,Kepler-1361 b,Kepler-1361,Kepler-1361,1,1,Transit,2016,0.0431,0.86,0.566,0.0,,0.79,0.83,389.143,Kepler
3742,Kepler-1362 b,Kepler-1362,Kepler-1362,1,1,Transit,2016,0.4626,2.6,7.27,0.0,,0.74,0.8,731.298,Kepler
3743,Kepler-1363 b,Kepler-1363,Kepler-1363,1,1,Transit,2016,0.0363,1.25,2.1,0.0,,0.72,0.76,541.714,Kepler
3744,Kepler-1364 b,Kepler-1364,Kepler-1364,1,1,Transit,2016,0.1284,2.15,5.27,0.0,,1.79,1.49,1056.9,Kepler
3745,Kepler-1366 b,Kepler-1366,Kepler-1366,1,1,Transit,2016,0.0273,1.43,2.63,0.0,,0.6,0.62,465.826,Kepler
3746,Kepler-1367 b,Kepler-1367,Kepler-1367,1,1,Transit,2016,0.0236,0.92,0.721,0.0,,0.6,0.62,401.484,Kepler
3747,Kepler-1368 b,Kepler-1368,Kepler-1368,1,1,Transit,2016,0.0153,1.65,3.36,0.0,,1.08,1.07,1635.82,Kepler
3748,Kepler-1369 b,Kepler-1369,Kepler-1369,1,1,Transit,2016,0.1741,2.69,7.7,0.0,,0.99,0.99,1236.56,Kepler
3749,Kepler-1372 b,Kepler-1372,Kepler-1372,1,1,Transit,2016,0.024,1.27,2.15,0.0,,0.97,0.98,1303.22,Kepler
3750,Kepler-1373 b,Kepler-1373,Kepler-1373,1,1,Transit,2016,0.0242,1.16,1.65,0.0,,1.33,1.22,1699.46,Kepler
3751,Kepler-1374 b,Kepler-1374,Kepler-1374,1,1,Transit,2016,0.0918,2.29,5.86,0.0,,0.81,0.85,1078.46,Kepler
3752,Kepler-1375 b,Kepler-1375,Kepler-1375,1,1,Transit,2016,0.0471,1.74,3.68,0.0,,1.78,1.47,1430.84,Kepler
3753,Kepler-1376 b,Kepler-1376,Kepler-1376,1,1,Transit,2016,0.0598,1.05,1.16,0.0,,0.97,0.98,868.056,Kepler
3754,Kepler-1377 b,Kepler-1377,Kepler-1377,1,1,Transit,2016,0.0153,1.25,2.1,0.0,,0.82,0.86,1146.1,Kepler
3755,Kepler-1378 b,Kepler-1378,Kepler-1378,1,1,Transit,2016,0.0885,2.2,5.48,0.0,,0.67,0.7,506.434,Kepler
3756,Kepler-1379 b,Kepler-1379,Kepler-1379,1,1,Transit,2016,0.0171,1.3,2.24,0.0,,0.79,0.83,971.325,Kepler
3757,Kepler-1380 b,Kepler-1380,Kepler-1380,1,1,Transit,2016,0.0917,1.43,2.63,0.0,,0.94,0.96,2462.94,Kepler
3758,Kepler-1381 b,Kepler-1381,Kepler-1381,1,1,Transit,2016,0.1728,2.25,5.69,0.0,,0.94,0.96,1197.04,Kepler
3759,Kepler-1382 b,Kepler-1382,Kepler-1382,1,1,Transit,2016,0.1404,1.88,4.19,0.0,,1.72,1.36,738.261,Kepler
3760,Kepler-1383 b,Kepler-1383,Kepler-1383,1,1,Transit,2016,0.1179,1.41,2.57,0.0,,1.44,1.26,1027.21,Kepler
3761,Kepler-1384 b,Kepler-1384,Kepler-1384,1,1,Transit,2016,0.1126,1.94,4.42,0.0,,0.74,0.78,618.0,Kepler
3762,Kepler-1385 b,Kepler-1385,Kepler-1385,1,1,Transit,2016,0.0415,0.85,0.543,0.0,,1.29,1.15,688.795,Kepler
3763,Kepler-1386 b,Kepler-1386,Kepler-1386,1,1,Transit,2016,0.068,1.24,2.07,0.0,,1.03,1.02,835.882,Kepler
3764,Kepler-1387 b,Kepler-1387,Kepler-1387,1,1,Transit,2016,0.031,0.93,0.749,0.0,,0.77,0.82,455.358,Kepler
3765,Kepler-1389 b,Kepler-1389,Kepler-1389,1,1,Transit,2016,0.3869,1.77,3.78,0.0,,0.74,0.81,497.093,Kepler
3766,Kepler-1390 b,Kepler-1390,Kepler-1390,1,1,Transit,2016,0.0662,1.18,1.76,0.0,,0.98,0.98,723.431,Kepler
3767,Kepler-1391 b,Kepler-1391,Kepler-1391,1,1,Transit,2016,0.2768,1.68,3.46,0.0,,1.1,1.03,1038.35,Kepler
3768,Kepler-1392 b,Kepler-1392,Kepler-1392,1,1,Transit,2016,0.1189,1.96,4.5,0.0,,0.85,0.88,1117.0,Kepler
3769,Kepler-1393 b,Kepler-1393,Kepler-1393,1,1,Transit,2016,0.0337,0.8,0.437,0.0,,0.92,0.95,544.456,Kepler
3770,Kepler-1394 b,Kepler-1394,Kepler-1394,1,1,Transit,2016,0.0555,1.39,2.51,0.0,,2.55,1.64,640.409,Kepler
3771,Kepler-1395 b,Kepler-1395,Kepler-1395,1,1,Transit,2016,0.0494,0.8,0.437,0.0,,1.23,1.17,492.894,Kepler
3772,Kepler-1396 b,Kepler-1396,Kepler-1396,1,1,Transit,2016,0.1406,2.07,4.94,0.0,,1.27,1.18,1066.46,Kepler
3773,Kepler-1397 b,Kepler-1397,Kepler-1397,1,1,Transit,2016,0.2602,1.72,3.61,0.0,,1.12,1.09,1198.25,Kepler
3774,Kepler-1399 b,Kepler-1399,Kepler-1399,1,1,Transit,2016,0.0276,1.25,2.1,0.0,,0.96,0.97,1385.7,Kepler
3775,Kepler-1400 b,Kepler-1400,Kepler-1400,1,1,Transit,2016,0.0771,1.62,3.26,0.0,,0.78,0.83,752.237,Kepler
3776,Kepler-1401 b,Kepler-1401,Kepler-1401,1,1,Transit,2016,0.0975,1.68,3.46,0.0,,1.1,1.07,1425.43,Kepler
3777,Kepler-1402 b,Kepler-1402,Kepler-1402,1,1,Transit,2016,0.0322,0.76,0.363,0.0,,0.87,0.9,1493.64,Kepler
3778,Kepler-1403 b,Kepler-1403,Kepler-1403,1,1,Transit,2016,0.064,2.14,5.22,0.0,,1.15,1.11,2163.9,Kepler
3779,Kepler-1404 b,Kepler-1404,Kepler-1404,1,1,Transit,2016,0.1143,2.01,4.7,0.0,,0.8,0.84,962.183,Kepler
3780,Kepler-1405 b,Kepler-1405,Kepler-1405,1,1,Transit,2016,0.1778,3.96,14.9,0.0,,1.07,1.05,1530.3,Kepler
3781,Kepler-1406 b,Kepler-1406,Kepler-1406,1,1,Transit,2016,0.0987,1.1,1.37,0.0,,1.12,1.05,572.403,Kepler
3782,Kepler-1407 b,Kepler-1407,Kepler-1407,1,1,Transit,2016,0.1502,2.25,5.69,0.0,,1.15,1.1,1396.41,Kepler
3783,Kepler-1408 b,Kepler-1408,Kepler-1408,1,1,Transit,2016,0.0425,0.89,0.64,0.0,,1.35,1.21,535.048,Kepler
3784,Kepler-1409 b,Kepler-1409,Kepler-1409,1,1,Transit,2016,0.0152,1.04,1.12,0.0,,0.79,0.83,694.89,Kepler
3785,Kepler-1410 b,Kepler-1410,Kepler-1410,1,1,Transit,2016,0.2543,1.78,3.82,0.0,,0.6,0.63,367.0,Kepler
3786,Kepler-1411 b,Kepler-1411,Kepler-1411,1,1,Transit,2016,0.4001,2.82,8.35,0.0,,0.92,0.95,1660.48,Kepler
3787,Kepler-1412 b,Kepler-1412,Kepler-1412,1,1,Transit,2016,0.0461,0.83,0.498,0.0,,1.27,1.06,755.678,Kepler
3788,Kepler-1413 b,Kepler-1413,Kepler-1413,1,1,Transit,2016,0.1066,1.82,3.97,0.0,,0.8,0.84,1167.49,Kepler
3789,Kepler-1414 b,Kepler-1414,Kepler-1414,1,1,Transit,2016,0.0426,1.23,2.04,0.0,,0.75,0.8,570.835,Kepler
3790,Kepler-1415 b,Kepler-1415,Kepler-1415,1,1,Transit,2016,0.0144,1.29,2.21,0.0,,0.84,0.89,1043.56,Kepler
3791,Kepler-1416 b,Kepler-1416,Kepler-1416,1,1,Transit,2016,0.0257,0.88,0.615,0.0,,1.15,1.09,949.59,Kepler
3792,Kepler-1417 b,Kepler-1417,Kepler-1417,1,1,Transit,2016,0.1431,1.0,0.972,0.0,,1.02,1.02,991.845,Kepler
3793,Kepler-1418 b,Kepler-1418,Kepler-1418,1,1,Transit,2016,0.131,1.66,3.39,0.0,,0.72,0.77,499.0,Kepler
3794,Kepler-1419 b,Kepler-1419,Kepler-1419,1,1,Transit,2016,0.2391,2.86,8.55,0.0,,1.01,1.01,1498.58,Kepler
3795,Kepler-1420 b,Kepler-1420,Kepler-1420,1,1,Transit,2016,0.0671,1.28,2.18,0.0,,0.79,0.82,1054.37,Kepler
3796,Kepler-1421 b,Kepler-1421,Kepler-1421,1,1,Transit,2016,0.0762,0.93,0.749,0.0,,1.42,1.25,783.401,Kepler
3797,Kepler-1422 b,Kepler-1422,Kepler-1422,1,1,Transit,2016,0.1499,2.02,4.74,0.0,,1.23,1.15,2465.84,Kepler
3798,Kepler-1423 b,Kepler-1423,Kepler-1423,1,1,Transit,2016,0.1586,1.06,1.2,0.0,,0.75,0.79,449.0,Kepler
3799,Kepler-1424 b,Kepler-1424,Kepler-1424,1,1,Transit,2016,0.1861,1.16,1.65,0.0,,1.07,1.02,661.421,Kepler
3800,Kepler-1425 b,Kepler-1425,Kepler-1425,1,1,Transit,2016,0.1038,0.94,0.779,0.0,,0.95,0.97,863.873,Kepler
3801,Kepler-1426 b,Kepler-1426,Kepler-1426,1,1,Transit,2016,0.1187,1.56,3.05,0.0,,1.02,1.02,1697.81,Kepler
3802,Kepler-1427 b,Kepler-1427,Kepler-1427,1,1,Transit,2016,0.0197,1.1,1.37,0.0,,1.01,1.01,1220.0,Kepler
3803,Kepler-1428 b,Kepler-1428,Kepler-1428,1,1,Transit,2016,0.1059,1.64,3.33,0.0,,1.36,1.28,1530.32,Kepler
3804,Kepler-1429 b,Kepler-1429,Kepler-1429,1,1,Transit,2016,0.055,1.29,2.21,0.0,,1.07,1.05,1214.09,Kepler
3805,Kepler-1430 b,Kepler-1430,Kepler-1430,1,1,Transit,2016,0.0304,1.18,1.76,0.0,,0.72,0.77,875.523,Kepler
3806,Kepler-1431 b,Kepler-1431,Kepler-1431,1,1,Transit,2016,0.0648,1.47,2.76,0.0,,1.03,1.03,1623.24,Kepler
3807,Kepler-1432 b,Kepler-1432,Kepler-1432,1,1,Transit,2016,0.1696,2.22,5.56,0.0,,1.13,1.09,2171.87,Kepler
3808,Kepler-1433 b,Kepler-1433,Kepler-1433,1,1,Transit,2016,0.0516,1.56,3.05,0.0,,1.19,1.14,1328.0,Kepler
3809,Kepler-1434 b,Kepler-1434,Kepler-1434,1,1,Transit,2016,0.0894,1.11,1.41,0.0,,2.04,1.47,775.529,Kepler
3810,Kepler-1435 b,Kepler-1435,Kepler-1435,1,1,Transit,2016,0.0546,0.86,0.566,0.0,,1.32,1.21,704.211,Kepler
3811,Kepler-1436 b,Kepler-1436,Kepler-1436,1,1,Transit,2016,0.0907,1.31,2.27,0.0,,1.09,1.06,2530.62,Kepler
3812,Kepler-1437 b,Kepler-1437,Kepler-1437,1,1,Transit,2016,0.0951,1.37,2.45,0.0,,0.9,0.93,2101.69,Kepler
3813,Kepler-1438 b,Kepler-1438,Kepler-1438,1,1,Transit,2016,0.0346,0.94,0.779,0.0,,0.96,0.97,1154.13,Kepler
3814,Kepler-1439 b,Kepler-1439,Kepler-1439,1,1,Transit,2016,0.0594,1.46,2.73,0.0,,0.43,0.46,225.393,Kepler
3815,Kepler-1440 b,Kepler-1440,Kepler-1440,1,1,Transit,2016,0.2274,1.26,2.13,0.0,,0.96,0.98,1115.35,Kepler
3816,Kepler-1441 b,Kepler-1441,Kepler-1441,1,1,Transit,2016,0.2346,1.31,2.27,0.0,,1.0,1.0,1110.48,Kepler
3817,Kepler-1442 b,Kepler-1442,Kepler-1442,1,1,Transit,2016,0.4039,3.93,14.7,0.0,,1.44,1.34,608.68,Kepler
3818,Kepler-1443 b,Kepler-1443,Kepler-1443,1,1,Transit,2016,0.0368,0.97,0.871,0.0,,1.27,1.19,593.646,Kepler
3819,Kepler-1444 b,Kepler-1444,Kepler-1444,1,1,Transit,2016,0.2015,2.18,5.39,0.0,,1.05,1.03,319.675,Kepler
3820,Kepler-1445 b,Kepler-1445,Kepler-1445,1,1,Transit,2016,0.0948,0.96,0.84,0.0,,1.26,1.13,506.357,Kepler
3821,Kepler-1446 b,Kepler-1446,Kepler-1446,1,1,Transit,2016,0.0141,0.82,0.477,0.0,,0.75,0.81,152.075,Kepler
3822,Kepler-1447 b,Kepler-1447,Kepler-1447,1,1,Transit,2016,0.2836,2.9,8.75,0.0,,0.95,0.97,890.296,Kepler
3823,Kepler-1448 b,Kepler-1448,Kepler-1448,1,1,Transit,2016,0.1058,1.61,3.22,0.0,,0.93,0.95,768.903,Kepler
3824,Kepler-1449 b,Kepler-1449,Kepler-1449,1,1,Transit,2016,0.1176,1.68,3.46,0.0,,1.1,1.08,2006.48,Kepler
3825,Kepler-1450 b,Kepler-1450,Kepler-1450,1,1,Transit,2016,0.2401,1.71,3.57,0.0,,0.68,0.71,505.829,Kepler
3826,Kepler-1451 b,Kepler-1451,Kepler-1451,1,1,Transit,2016,0.2101,3.35,11.2,0.0,,0.99,1.0,1058.72,Kepler
3827,Kepler-1452 b,Kepler-1452,Kepler-1452,1,1,Transit,2016,0.2697,2.7,7.75,0.0,,2.06,1.41,996.32,Kepler
3828,Kepler-1453 b,Kepler-1453,Kepler-1453,1,1,Transit,2016,0.262,2.67,7.61,0.0,,0.94,0.97,1196.04,Kepler
3829,Kepler-1454 b,Kepler-1454,Kepler-1454,1,1,Transit,2016,0.2447,1.88,4.19,0.0,,0.86,0.9,780.566,Kepler
3830,Kepler-1455 b,Kepler-1455,Kepler-1455,1,1,Transit,2016,0.2149,2.16,5.31,0.0,,0.6,0.62,357.621,Kepler
3831,Kepler-1456 b,Kepler-1456,Kepler-1456,1,1,Transit,2016,0.1132,1.14,1.55,0.0,,0.62,0.64,370.312,Kepler
3832,Kepler-1457 b,Kepler-1457,Kepler-1457,1,1,Transit,2016,0.2668,1.99,4.62,0.0,,1.01,1.01,889.885,Kepler
3833,Kepler-1458 b,Kepler-1458,Kepler-1458,1,1,Transit,2016,0.2495,2.76,8.05,0.0,,0.94,0.96,544.45,Kepler
3834,Kepler-1459 b,Kepler-1459,Kepler-1459,1,1,Transit,2016,0.2829,1.36,2.42,0.0,,0.74,0.78,455.479,Kepler
3835,Kepler-1460 b,Kepler-1460,Kepler-1460,1,1,Transit,2016,0.1614,1.96,4.5,0.0,,0.67,0.7,553.218,Kepler
3836,Kepler-1461 b,Kepler-1461,Kepler-1461,1,1,Transit,2016,0.1715,2.03,4.78,0.0,,0.74,0.79,679.106,Kepler
3837,Kepler-1462 b,Kepler-1462,Kepler-1462,1,1,Transit,2016,0.3094,3.82,14.0,0.0,,1.0,1.0,1017.82,Kepler
3838,Kepler-1463 b,Kepler-1463,Kepler-1463,1,1,Transit,2016,0.1694,1.86,4.12,0.0,,0.95,0.96,1687.47,Kepler
3839,Kepler-1465 b,Kepler-1465,Kepler-1465,1,1,Transit,2016,0.1939,1.77,3.78,0.0,,0.71,0.75,359.497,Kepler
3840,Kepler-1466 b,Kepler-1466,Kepler-1466,1,1,Transit,2016,0.1942,1.55,3.02,0.0,,1.02,1.01,631.949,Kepler
3841,Kepler-1467 b,Kepler-1467,Kepler-1467,1,1,Transit,2016,0.2388,3.3,10.9,0.0,,0.82,0.86,852.888,Kepler
3842,Kepler-1469 b,Kepler-1469,Kepler-1469,1,1,Transit,2016,0.1466,2.8,8.25,0.0,,0.89,0.92,1159.3,Kepler
3843,Kepler-1470 b,Kepler-1470,Kepler-1470,1,1,Transit,2016,0.116,1.07,1.24,0.0,,0.76,0.8,590.601,Kepler
3844,Kepler-1471 b,Kepler-1471,Kepler-1471,1,1,Transit,2016,0.0453,1.41,2.57,0.0,,0.93,0.95,978.678,Kepler
3845,Kepler-1472 b,Kepler-1472,Kepler-1472,1,1,Transit,2016,0.2322,1.9,4.27,0.0,,1.25,1.16,1479.14,Kepler
3846,Kepler-1473 b,Kepler-1473,Kepler-1473,1,1,Transit,2016,0.116,1.19,1.81,0.0,,1.09,1.09,652.253,Kepler
3847,Kepler-1474 b,Kepler-1474,Kepler-1474,1,1,Transit,2016,0.2108,2.16,5.31,0.0,,1.04,1.04,1180.9,Kepler
3848,Kepler-1475 b,Kepler-1475,Kepler-1475,1,1,Transit,2016,0.373,2.92,8.85,0.0,,1.28,1.18,1568.38,Kepler
3849,Kepler-1476 b,Kepler-1476,Kepler-1476,1,1,Transit,2016,0.0932,1.67,3.43,0.0,,0.96,0.98,1002.74,Kepler
3850,Kepler-1477 b,Kepler-1477,Kepler-1477,1,1,Transit,2016,0.0911,1.18,1.76,0.0,,0.78,0.81,680.828,Kepler
3851,Kepler-1478 b,Kepler-1478,Kepler-1478,1,1,Transit,2016,0.1681,1.73,3.64,0.0,,1.06,1.04,1845.58,Kepler
3852,Kepler-1479 b,Kepler-1479,Kepler-1479,1,1,Transit,2016,0.1173,1.83,4.01,0.0,,0.98,0.99,728.668,Kepler
3853,Kepler-1481 b,Kepler-1481,Kepler-1481,1,1,Transit,2016,0.059,1.23,2.04,0.0,,0.75,0.8,459.076,Kepler
3854,Kepler-1482 b,Kepler-1482,Kepler-1482,1,1,Transit,2016,0.1016,1.01,1.01,0.0,,0.84,0.88,567.556,Kepler
3855,Kepler-1483 b,Kepler-1483,Kepler-1483,1,1,Transit,2016,0.0958,1.52,2.92,0.0,,1.4,1.25,1273.78,Kepler
3856,Kepler-1484 b,Kepler-1484,Kepler-1484,1,1,Transit,2016,0.1939,2.11,5.1,0.0,,0.92,0.94,2879.83,Kepler
3857,Kepler-1485 b,Kepler-1485,Kepler-1485,1,1,Transit,2016,0.1467,1.47,2.76,0.0,,1.12,1.11,615.66,Kepler
3858,Kepler-1486 b,Kepler-1486,Kepler-1486,1,1,Transit,2016,0.2846,2.32,5.99,0.0,,1.12,1.08,1769.14,Kepler
3859,Kepler-1487 b,Kepler-1487,Kepler-1487,1,1,Transit,2016,0.0898,2.13,5.18,0.0,,1.63,1.38,1014.62,Kepler
3860,Kepler-1489 b,Kepler-1489,Kepler-1489,1,1,Transit,2016,0.3679,1.77,3.78,0.0,,0.9,0.93,1283.05,Kepler
3861,Kepler-1490 b,Kepler-1490,Kepler-1490,1,1,Transit,2016,0.3729,3.04,9.48,0.0,,0.87,0.9,862.92,Kepler
3862,Kepler-1491 b,Kepler-1491,Kepler-1491,1,1,Transit,2016,0.127,1.51,2.89,0.0,,0.99,1.0,2065.59,Kepler
3863,Kepler-1492 b,Kepler-1492,Kepler-1492,1,1,Transit,2016,0.1262,1.49,2.83,0.0,,0.72,0.77,331.553,Kepler
3864,Kepler-1493 b,Kepler-1493,Kepler-1493,1,1,Transit,2016,0.1197,1.41,2.57,0.0,,1.29,1.06,555.051,Kepler
3865,Kepler-1494 b,Kepler-1494,Kepler-1494,1,1,Transit,2016,0.3982,3.07,9.64,0.0,,0.94,0.96,1285.48,Kepler
3866,Kepler-1495 b,Kepler-1495,Kepler-1495,1,1,Transit,2016,0.3677,2.94,8.96,0.0,,1.04,1.03,1355.54,Kepler
3867,Kepler-1496 b,Kepler-1496,Kepler-1496,1,1,Transit,2016,0.3211,2.22,5.56,0.0,,1.27,1.18,1307.66,Kepler
3868,Kepler-1497 b,Kepler-1497,Kepler-1497,1,1,Transit,2016,0.0817,1.66,3.39,0.0,,0.95,0.96,1122.0,Kepler
3869,Kepler-1498 b,Kepler-1498,Kepler-1498,1,1,Transit,2016,0.2528,1.33,2.33,0.0,,0.81,0.86,740.0,Kepler
3870,Kepler-1499 b,Kepler-1499,Kepler-1499,1,1,Transit,2016,0.2196,1.19,1.81,0.0,,0.78,0.82,309.869,Kepler
3871,Kepler-15 b,Kepler-15,Kepler-15,1,1,Transit,2011,0.05714,10.76,209.76,0.06,,0.99,1.02,739.412,Kepler
3872,Kepler-1500 b,Kepler-1500,Kepler-1500,1,1,Transit,2016,0.1236,1.2,1.87,0.0,,1.0,1.0,1217.82,Kepler
3873,Kepler-1501 b,Kepler-1501,Kepler-1501,1,1,Transit,2016,0.1228,1.56,3.05,0.0,,1.3,1.2,749.06,Kepler
3874,Kepler-1502 b,Kepler-1502,Kepler-1502,1,1,Transit,2016,0.2482,3.18,10.2,0.0,,1.72,1.44,1514.02,Kepler
3875,Kepler-1503 b,Kepler-1503,Kepler-1503,1,1,Transit,2016,0.3771,2.27,5.77,0.0,,0.74,0.77,1225.57,Kepler
3876,Kepler-1504 b,Kepler-1504,Kepler-1504,1,1,Transit,2016,0.3704,2.13,5.18,0.0,,0.81,0.85,2435.94,Kepler
3877,Kepler-1505 b,Kepler-1505,Kepler-1505,1,1,Transit,2016,0.1862,0.93,0.749,0.0,,0.86,0.93,495.148,Kepler
3878,Kepler-1506 b,Kepler-1506,Kepler-1506,1,1,Transit,2016,0.1168,1.32,2.3,0.0,,0.93,0.95,2366.02,Kepler
3879,Kepler-1507 b,Kepler-1507,Kepler-1507,1,1,Transit,2016,0.1234,0.84,0.52,0.0,,0.85,0.89,320.478,Kepler
3880,Kepler-1508 b,Kepler-1508,Kepler-1508,1,1,Transit,2016,0.1629,1.33,2.33,0.0,,1.22,1.14,1260.28,Kepler
3881,Kepler-1509 b,Kepler-1509,Kepler-1509,1,1,Transit,2016,0.1707,1.85,4.08,0.0,,0.99,1.0,2002.96,Kepler
3882,Kepler-1510 b,Kepler-1510,Kepler-1510,1,1,Transit,2016,0.4089,3.36,11.2,0.0,,1.28,1.19,1696.25,Kepler
3883,Kepler-1511 b,Kepler-1511,Kepler-1511,1,1,Transit,2016,0.1753,1.68,3.46,0.0,,1.29,1.17,1475.6,Kepler
3884,Kepler-1512 b,Kepler-1512,Kepler-1512,1,1,Transit,2016,0.1097,1.18,1.76,0.0,,0.67,0.73,162.0,Kepler
3885,Kepler-1513 b,Kepler-1513,Kepler-1513,1,1,Transit,2016,0.5416,8.46,53.9,0.0,,0.97,0.99,349.247,Kepler
3886,Kepler-1515 b,Kepler-1515,Kepler-1515,1,1,Transit,2016,0.7655,9.55,66.2,0.0,,1.41,1.3,539.321,Kepler
3887,Kepler-1516 b,Kepler-1516,Kepler-1516,1,1,Transit,2016,0.0718,1.75,3.71,0.0,,1.07,1.04,1358.95,Kepler
3888,Kepler-1517 b,Kepler-1517,Kepler-1517,1,1,Transit,2016,0.078,9.76,68.7,0.0,,1.95,1.58,847.299,Kepler
3889,Kepler-1518 b,Kepler-1518,Kepler-1518,1,1,Transit,2016,0.0593,3.05,9.53,0.0,,1.88,1.54,903.51,Kepler
3890,Kepler-1519 b,Kepler-1519,Kepler-1519,1,1,Transit,2016,0.7655,7.06,39.6,0.0,,0.91,0.94,1441.63,Kepler
3891,Kepler-1520 b,Kepler-1520,Kepler-1520,1,1,Transit,2016,0.0129,5.77,28.1,0.0,,0.71,0.76,607.917,Kepler
3892,Kepler-1521 b,Kepler-1521,Kepler-1521,1,1,Transit,2016,0.2317,2.5,6.8,0.0,,0.76,0.81,206.983,Kepler
3893,Kepler-1522 b,Kepler-1522,Kepler-1522,1,1,Transit,2016,0.0288,1.73,3.64,0.0,,0.93,0.96,814.125,Kepler
3894,Kepler-1523 b,Kepler-1523,Kepler-1523,1,1,Transit,2016,0.0185,1.58,3.12,0.0,,0.96,0.97,865.596,Kepler
3895,Kepler-1524 b,Kepler-1524,Kepler-1524,1,1,Transit,2016,0.3392,3.54,12.3,0.0,,1.25,1.17,381.773,Kepler
3896,Kepler-1525 b,Kepler-1525,Kepler-1525,1,1,Transit,2016,0.036,0.91,0.693,0.0,,1.04,1.07,382.989,Kepler
3897,Kepler-1526 b,Kepler-1526,Kepler-1526,1,1,Transit,2016,0.0418,2.43,6.48,0.0,,0.69,0.73,555.574,Kepler
3898,Kepler-1527 b,Kepler-1527,Kepler-1527,1,1,Transit,2016,0.6276,4.77,20.4,0.0,,1.32,1.21,1842.13,Kepler
3899,Kepler-1528 b,Kepler-1528,Kepler-1528,1,1,Transit,2016,0.0296,1.46,2.73,0.0,,1.03,1.03,817.534,Kepler
3900,Kepler-1529 b,Kepler-1529,Kepler-1529,1,1,Transit,2016,0.0525,2.1,5.06,0.0,,0.77,0.81,661.014,Kepler
3901,Kepler-1531 b,Kepler-1531,Kepler-1531,1,1,Transit,2016,0.022,1.11,1.41,0.0,,1.27,1.16,666.334,Kepler
3902,Kepler-1532 b,Kepler-1532,Kepler-1532,1,1,Transit,2016,0.0206,1.35,2.39,0.0,,0.88,0.91,798.246,Kepler
3903,Kepler-1533 b,Kepler-1533,Kepler-1533,1,1,Transit,2016,0.9625,3.46,11.8,0.0,,1.51,1.31,966.801,Kepler
3904,Kepler-1534 b,Kepler-1534,Kepler-1534,1,1,Transit,2016,0.0599,1.89,4.23,0.0,,0.86,0.9,1107.0,Kepler
3905,Kepler-1535 b,Kepler-1535,Kepler-1535,1,1,Transit,2016,0.5329,2.55,7.04,0.0,,1.11,1.08,897.733,Kepler
3906,Kepler-1536 b,Kepler-1536,Kepler-1536,1,1,Transit,2016,0.8507,3.14,10.0,0.0,,0.67,0.71,387.248,Kepler
3907,Kepler-1537 b,Kepler-1537,Kepler-1537,1,1,Transit,2016,0.0245,1.18,1.76,0.0,,0.77,0.81,517.292,Kepler
3908,Kepler-1538 b,Kepler-1538,Kepler-1538,1,1,Transit,2016,0.6095,2.82,8.35,0.0,,1.03,1.03,1125.3,Kepler
