pl_name,st_spectype
Kepler-1287 b,
Kepler-1288 b,
Kepler-1289 b,
Kepler-1290 b,
Kepler-1291 b,
Kepler-1292 b,
Kepler-1293 b,
Kepler-1294 b,
Kepler-1295 b,
Kepler-1296 b,
Kepler-1297 b,
Kepler-1298 b,
Kepler-1299 b,
Kepler-1300 b,
Kepler-1301 b,
Kepler-1302 b,
Kepler-1303 b,
Kepler-1304 b,
Kepler-1305 b,
Kepler-1306 b,
Kepler-1307 b,
Kepler-1308 b,
Kepler-1309 b,
Kepler-1310 b,
Kepler-1313 b,
Kepler-1314 b,
Kepler-1316 b,
Kepler-1317 b,
Kepler-1318 b,
Kepler-1320 b,
Kepler-1323 b,
Kepler-1324 b,
Kepler-1325 b,
Kepler-1326 b,
Kepler-1327 b,
Kepler-1328 b,
Kepler-1329 b,
Kepler-1330 b,
Kepler-1331 b,
Kepler-1332 b,
Kepler-1333 b,
Kepler-1334 b,
Kepler-1335 b,
Kepler-1337 b,
Kepler-1338 b,
Kepler-1339 b,
Kepler-1340 b,
Kepler-1342 b,
Kepler-1343 b,
Kepler-1344 b,
Kepler-1345 b,
Kepler-1346 b,
Kepler-1347 b,
Kepler-1348 b,
Kepler-1349 b,
Kepler-1351 b,
Kepler-1352 b,
Kepler-1353 b,
Kepler-1354 b,
Kepler-1355 b,
Kepler-1356 b,
Kepler-1357 b,
Kepler-1358 b,
Kepler-1359 b,
Kepler-1360 b,
Kepler-1361 b,
Kepler-1362 b,
Kepler-1363 b,
Kepler-1364 b,
Kepler-1366 b,
Kepler-1367 b,
Kepler-1368 b,
Kepler-1369 b,
Kepler-1372 b,
Kepler-1373 b,
Kepler-1374 b,
Kepler-1375 b,
Kepler-1376 b,
Kepler-1377 b,
Kepler-1378 b,
Kepler-1379 b,
Kepler-1380 b,
Kepler-1381 b,
Kepler-1382 b,
Kepler-1383 b,
Kepler-1384 b,
Kepler-1385 b,
Kepler-1386 b,
Kepler-1387 b,
Kepler-1389 b,
Kepler-1390 b,
Kepler-1391 b,
Kepler-1392 b,
Kepler-1393 b,
Kepler-1394 b,
Kepler-1395 b,
Kepler-1396 b,
Kepler-1397 b,
Kepler-1399 b,
Kepler-1400 b,
Kepler-1401 b,
Kepler-1402 b,
Kepler-1403 b,
Kepler-1404 b,
Kepler-1405 b,
Kepler-1406 b,
Kepler-1407 b,
Kepler-1408 b,
Kepler-1409 b,
Kepler-1410 b,
Kepler-1411 b,
Kepler-1412 b,
Kepler-1413 b,
Kepler-1414 b,
Kepler-1415 b,
Kepler-1416 b,
Kepler-1417 b,
Kepler-1418 b,
Kepler-1419 b,
Kepler-1420 b,
Kepler-1421 b,
Kepler-1422 b,
Kepler-1423 b,
Kepler-1424 b,
Kepler-1425 b,
Kepler-1426 b,
Kepler-1427 b,
Kepler-1428 b,
Kepler-1429 b,
Kepler-1430 b,
Kepler-1431 b,
Kepler-1432 b,
Kepler-1433 b,
Kepler-1434 b,
Kepler-1435 b,
Kepler-1436 b,
Kepler-1437 b,
Kepler-1438 b,
Kepler-1439 b,
Kepler-1440 b,
Kepler-1441 b,
Kepler-1442 b,
Kepler-1443 b,
Kepler-1444 b,
Kepler-1445 b,
Kepler-1446 b,
Kepler-1447 b,
Kepler-1448 b,
Kepler-1449 b,
Kepler-1450 b,
Kepler-1451 b,
Kepler-1452 b,
Kepler-1453 b,
Kepler-1454 b,
Kepler-1455 b,
Kepler-1456 b,
Kepler-1457 b,
Kepler-1458 b,
Kepler-1459 b,
Kepler-1460 b,
Kepler-1461 b,
Kepler-1462 b,
Kepler-1463 b,
Kepler-1465 b,
Kepler-1466 b,
Kepler-1467 b,
Kepler-1469 b,
Kepler-1470 b,
Kepler-1471 b,
Kepler-1472 b,
Kepler-1473 b,
Kepler-1474 b,
Kepler-1475 b,
Kepler-1476 b,
Kepler-1477 b,
Kepler-1478 b,
Kepler-1479 b,
Kepler-1481 b,
Kepler-1482 b,
Kepler-1483 b,
Kepler-1484 b,
Kepler-1485 b,
Kepler-1486 b,
Kepler-1487 b,
Kepler-1489 b,
Kepler-1490 b,
Kepler-1491 b,
Kepler-1492 b,
Kepler-1493 b,
Kepler-1494 b,
Kepler-1495 b,
Kepler-1496 b,
Kepler-1497 b,
Kepler-1498 b,
Kepler-1499 b,
Kepler-15 b,
Kepler-1500 b,
Kepler-1501 b,
Kepler-1502 b,
Kepler-1503 b,
Kepler-1504 b,
Kepler-1505 b,
Kepler-1506 b,
Kepler-1507 b,
Kepler-1508 b,
Kepler-1509 b,
Kepler-1510 b,
Kepler-1511 b,
Kepler-1512 b,
Kepler-1513 b,
Kepler-1515 b,
Kepler-1516 b,
Kepler-1517 b,
Kepler-1518 b,
Kepler-1519 b,
Kepler-1520 b,
Kepler-1521 b,
Kepler-1522 b,
Kepler-1523 b,
Kepler-1524 b,
Kepler-1525 b,
Kepler-1526 b,
Kepler-1527 b,
Kepler-1528 b,
Kepler-1529 b,
Kepler-1531 b,
Kepler-1532 b,
Kepler-1533 b,
Kepler-1534 b,
Kepler-1535 b,
Kepler-1536 b,
Kepler-1537 b,
Kepler-1538 b,
Kepler-1539 b,
Kepler-1541 b,
Kepler-1543 b,
Kepler-1544 b,
Kepler-1545 b,
Kepler-1546 b,
Kepler-1547 b,
Kepler-1548 b,
Kepler-1549 b,
Kepler-1550 b,
Kepler-1551 b,
Kepler-1552 b,
Kepler-1553 b,
Kepler-1554 b,
Kepler-1555 b,
Kepler-1556 b,
Kepler-1557 b,
Kepler-1558 b,
Kepler-1559 b,
Kepler-1560 b,
Kepler-1561 b,
Kepler-1562 b,
Kepler-1563 b,
Kepler-1564 b,
Kepler-1565 b,
Kepler-1566 b,
Kepler-1567 b,
Kepler-1568 b,
Kepler-1569 b,
Kepler-1570 b,
Kepler-1571 b,
Kepler-1572 b,
Kepler-1573 b,
Kepler-1574 b,
Kepler-1575 b,
Kepler-1576 b,
Kepler-1577 b,
Kepler-1578 b,
Kepler-1579 b,
Kepler-1580 b,
Kepler-1581 b,
Kepler-1582 b,
Kepler-1583 b,
Kepler-1584 b,
Kepler-1585 b,
Kepler-1586 b,
Kepler-1587 b,
Kepler-1588 b,
Kepler-1589 b,
Kepler-1590 b,
Kepler-1591 b,
Kepler-1592 b,
Kepler-1593 b,
Kepler-1594 b,
Kepler-1595 b,
Kepler-1596 b,
Kepler-1597 b,
Kepler-1598 b,
Kepler-1599 b,
Kepler-1601 b,
Kepler-1602 b,
Kepler-1603 b,
Kepler-1604 b,
Kepler-1605 b,
Kepler-1606 b,
Kepler-1607 b,
Kepler-1608 b,
Kepler-1609 b,
Kepler-1610 b,
Kepler-1611 b,
Kepler-1612 b,
Kepler-1613 b,
Kepler-1614 b,
Kepler-1615 b,
Kepler-1616 b,
Kepler-1617 b,
Kepler-1618 b,
Kepler-1619 b,
Kepler-1620 b,
Kepler-1621 b,
Kepler-1622 b,
Kepler-1623 b,
Kepler-1624 b,
Kepler-1625 b,
Kepler-1626 b,
Kepler-1627 b,
Kepler-1628 b,
Kepler-1629 b,
Kepler-1630 b,
Kepler-1631 b,
Kepler-1632 b,
Kepler-1633 b,
Kepler-1634 b,
Kepler-1635 b,
Kepler-1636 b,
Kepler-1637 b,
Kepler-1638 b,
Kepler-1639 b,
Kepler-1640 b,
Kepler-1643 b,
Kepler-1644 b,
Kepler-1645 b,
Kepler-1646 b,
Kepler-1650 b,
Kepler-1652 b,
Kepler-1653 b,
Kepler-1654 b,G5 V
Kepler-1655 b,G0 V
Kepler-1658 b,
Kepler-1663 b,
Kepler-1664 b,
Kepler-1665 b,
Kepler-1667 b,
Kepler-1668 b,
Kepler-1670 b,
Kepler-1671 b,
Kepler-1672 b,
Kepler-1673 b,
Kepler-1674 b,
Kepler-1675 b,
Kepler-1676 b,
Kepler-1677 b,
Kepler-1678 b,
Kepler-1679 b,
Kepler-1680 b,
Kepler-1681 b,
Kepler-1682 b,
Kepler-1683 b,
Kepler-1684 b,
Kepler-1685 b,
Kepler-1686 b,
Kepler-1687 b,
Kepler-1688 b,
Kepler-1689 b,
Kepler-1690 b,
Kepler-1691 b,
Kepler-1692 b,
Kepler-1694 b,
Kepler-1695 b,
Kepler-1696 b,
Kepler-1697 b,
Kepler-1698 b,
Kepler-1699 b,
Kepler-17 b,G2 V
Kepler-1700 b,
Kepler-1701 b,
Kepler-1702 b,
Kepler-1704 b,
Kepler-1708 b,
Kepler-1709 b,
Kepler-1710 b,
Kepler-1711 b,
Kepler-1712 b,
Kepler-1713 b,
Kepler-1714 b,
Kepler-1715 b,
Kepler-1716 b,
Kepler-1717 b,
Kepler-1718 b,
Kepler-1719 b,
Kepler-1720 b,
Kepler-1721 b,
Kepler-1722 b,
Kepler-1723 b,
Kepler-1724 b,
Kepler-1725 b,
Kepler-1726 b,
Kepler-1727 b,
Kepler-1728 b,
Kepler-1729 b,
Kepler-1730 b,
Kepler-1731 b,
Kepler-1732 b,
Kepler-1733 b,
Kepler-1734 b,
Kepler-1735 b,
Kepler-1736 b,
Kepler-1737 b,
Kepler-1738 b,
Kepler-1739 b,
Kepler-1740 b,
Kepler-1741 b,
Kepler-1742 b,
Kepler-1743 b,
Kepler-1744 b,
Kepler-1745 b,
Kepler-1746 b,
Kepler-1747 b,
Kepler-1748 b,
Kepler-1749 b,
Kepler-1750 b,
Kepler-1751 b,
Kepler-1752 b,
Kepler-1753 b,
Kepler-1754 b,
Kepler-1755 b,
Kepler-1756 b,
Kepler-1757 b,
Kepler-1758 b,
Kepler-1759 b,
Kepler-1760 b,
Kepler-1761 b,
Kepler-1762 b,
Kepler-1763 b,
Kepler-1764 b,
Kepler-1765 b,
Kepler-1766 b,
Kepler-1767 b,
Kepler-1768 b,
Kepler-1769 b,
Kepler-1770 b,
Kepler-1771 b,
Kepler-1772 b,
Kepler-1773 b,
Kepler-1774 b,
Kepler-1775 b,
Kepler-1776 b,
Kepler-1777 b,
Kepler-1778 b,
Kepler-1779 b,
Kepler-1780 b,
Kepler-1781 b,
Kepler-1782 b,
Kepler-1783 b,
Kepler-1784 b,
Kepler-1785 b,
Kepler-1786 b,
Kepler-1787 b,
Kepler-1788 b,
Kepler-1789 b,
Kepler-1790 b,
Kepler-1791 b,
Kepler-1792 b,
Kepler-1793 b,
Kepler-1794 b,
Kepler-1795 b,
Kepler-1796 b,
Kepler-1797 b,
Kepler-1798 b,
Kepler-1799 b,
Kepler-1800 b,
Kepler-1801 b,
Kepler-1804 b,
Kepler-1805 b,
Kepler-1806 b,
Kepler-1807 b,
Kepler-1808 b,
Kepler-1809 b,
Kepler-1810 b,
Kepler-1811 b,
Kepler-1812 b,
Kepler-1813 b,
Kepler-1814 b,
Kepler-1815 b,
Kepler-1816 b,
Kepler-1817 b,
Kepler-1818 b,
Kepler-1819 b,
Kepler-1820 b,
Kepler-1821 b,
Kepler-1822 b,
Kepler-1823 b,
Kepler-1824 b,
Kepler-1825 b,
Kepler-1826 b,
Kepler-1827 b,
Kepler-1828 b,
Kepler-1829 b,
Kepler-1830 b,
Kepler-1831 b,
Kepler-1832 b,
Kepler-1833 b,
Kepler-1834 b,
Kepler-1835 b,
Kepler-1836 b,
Kepler-1837 b,
Kepler-1838 b,
Kepler-1839 b,
Kepler-1840 b,
Kepler-1841 b,
Kepler-1842 b,
Kepler-1843 b,
Kepler-1844 b,
Kepler-1845 b,
Kepler-1846 b,
Kepler-1847 b,
Kepler-1848 b,
Kepler-1849 b,
Kepler-1850 b,
Kepler-1851 b,
Kepler-1852 b,
Kepler-1853 b,
Kepler-1854 b,
Kepler-1855 b,
Kepler-1856 b,
Kepler-1857 b,
Kepler-1858 b,
Kepler-1859 b,
Kepler-1860 b,
Kepler-1861 b,
Kepler-1862 b,
Kepler-1863 b,
Kepler-1864 b,
Kepler-1865 b,
Kepler-1866 b,
Kepler-1867 b,
Kepler-1868 b,
Kepler-1869 b,
Kepler-1870 b,
Kepler-1871 b,
Kepler-1872 b,
Kepler-1873 b,
Kepler-1874 b,
Kepler-1875 b,
Kepler-1876 b,
Kepler-1877 b,
Kepler-1878 b,
Kepler-1879 b,
Kepler-1880 b,
Kepler-1881 b,
Kepler-1882 b,
Kepler-1883 b,
Kepler-1884 b,
Kepler-1885 b,
Kepler-1886 b,
Kepler-1887 b,
Kepler-1888 b,
Kepler-1889 b,
Kepler-1890 b,
Kepler-1891 b,
Kepler-1892 b,
Kepler-1893 b,
Kepler-1894 b,
Kepler-1895 b,
Kepler-1896 b,
Kepler-1897 b,
Kepler-1898 b,
Kepler-1899 b,
Kepler-1900 b,
Kepler-1901 b,
Kepler-1902 b,
Kepler-1903 b,
Kepler-1904 b,
Kepler-1905 b,
Kepler-1906 b,
Kepler-1909 b,
Kepler-1910 b,
Kepler-1911 b,
Kepler-1912 b,
Kepler-1913 b,
Kepler-1914 b,
Kepler-1915 b,
Kepler-1916 b,
Kepler-1917 b,
Kepler-1918 b,
Kepler-1919 b,
Kepler-1920 b,
Kepler-1921 b,
Kepler-1922 b,
Kepler-1923 b,
Kepler-1924 b,
Kepler-1925 b,
Kepler-1926 b,
Kepler-1927 b,
Kepler-1928 b,
Kepler-1929 b,
Kepler-1930 b,
Kepler-1931 b,
Kepler-1932 b,
Kepler-1933 b,
Kepler-1934 b,
Kepler-1935 b,
Kepler-1936 b,
Kepler-1937 b,
Kepler-1938 b,
Kepler-1939 b,
Kepler-1940 b,
Kepler-1941 b,
Kepler-1942 b,
Kepler-1943 b,
Kepler-1944 b,
Kepler-1945 b,
Kepler-1946 b,
Kepler-1947 b,
Kepler-1948 b,
Kepler-1949 b,
Kepler-1950 b,
Kepler-1951 b,
Kepler-1952 b,
Kepler-1953 b,
Kepler-1954 b,
Kepler-1955 b,
Kepler-1956 b,
Kepler-1957 b,
Kepler-1958 b,
Kepler-1959 b,
Kepler-1960 b,
Kepler-1961 b,
Kepler-1962 b,
Kepler-1963 b,
Kepler-1964 b,
Kepler-1965 b,
Kepler-1966 b,
Kepler-1967 b,
Kepler-1968 b,
Kepler-1969 b,
Kepler-22 b,G5 V
Kepler-39 b,F7 V
Kepler-4 b,
Kepler-40 b,F5 IV
Kepler-408 b,
Kepler-409 b,
Kepler-41 b,G2 V
Kepler-412 b,G3 V
Kepler-421 b,G9/K0
Kepler-422 b,
Kepler-423 b,G4 V
Kepler-425 b,K1 V
Kepler-426 b,G1 V
Kepler-427 b,G2 V
Kepler-428 b,K1 V
Kepler-43 b,F8 V
Kepler-433 b,
Kepler-434 b,
Kepler-435 b,
Kepler-437 b,
Kepler-438 b,
Kepler-439 b,
Kepler-44 b,G2 IV
Kepler-440 b,
Kepler-441 b,
Kepler-442 b,
Kepler-443 b,
Kepler-447 b,G8 V
Kepler-45 b,M
Kepler-452 b,G2
Kepler-461 b,
Kepler-463 b,
Kepler-464 b,
Kepler-465 b,
Kepler-467 b,
Kepler-468 b,
Kepler-470 b,
Kepler-471 b,
Kepler-472 b,
Kepler-473 b,
Kepler-474 b,
Kepler-475 b,
Kepler-476 b,
Kepler-478 b,
Kepler-479 b,
Kepler-480 b,
Kepler-481 b,
Kepler-482 b,
Kepler-483 b,
Kepler-484 b,
Kepler-485 b,
Kepler-488 b,
Kepler-489 b,
Kepler-490 b,
Kepler-491 b,
Kepler-493 b,
Kepler-494 b,
Kepler-496 b,
Kepler-497 b,
Kepler-498 b,
Kepler-499 b,
Kepler-5 b,
Kepler-500 b,
Kepler-502 b,
Kepler-505 b,
Kepler-506 b,
Kepler-507 b,
Kepler-508 b,
Kepler-509 b,
Kepler-510 b,
Kepler-512 b,
Kepler-513 b,
Kepler-516 b,
Kepler-518 b,
Kepler-521 b,
Kepler-522 b,
Kepler-523 b,
Kepler-525 b,
Kepler-526 b,
Kepler-527 b,
Kepler-528 b,
Kepler-531 b,
Kepler-532 b,
Kepler-533 b,
Kepler-535 b,
Kepler-536 b,
Kepler-537 b,
Kepler-540 b,
Kepler-541 b,
Kepler-542 b,
Kepler-543 b,
Kepler-544 b,
Kepler-545 b,
Kepler-546 b,
Kepler-547 b,
Kepler-548 b,
Kepler-550 b,
Kepler-551 b,
Kepler-552 b,
Kepler-554 b,
Kepler-555 b,
Kepler-556 b,
Kepler-557 b,
Kepler-558 b,
Kepler-559 b,
Kepler-562 b,
Kepler-563 b,
Kepler-564 b,
Kepler-565 b,
Kepler-566 b,
Kepler-567 b,
Kepler-568 b,
Kepler-569 b,
Kepler-570 b,
Kepler-571 b,
Kepler-572 b,
Kepler-573 b,
Kepler-574 b,
Kepler-575 b,
Kepler-576 b,
Kepler-577 b,
Kepler-578 b,
Kepler-579 b,
Kepler-580 b,
Kepler-581 b,
Kepler-582 b,
Kepler-583 b,
Kepler-584 b,
Kepler-585 b,
Kepler-586 b,
Kepler-587 b,
Kepler-588 b,
Kepler-590 b,
Kepler-591 b,
Kepler-592 b,
Kepler-593 b,
Kepler-594 b,
Kepler-596 b,
Kepler-597 b,
Kepler-599 b,
Kepler-6 b,
Kepler-600 b,
Kepler-601 b,
Kepler-602 b,
Kepler-604 b,
Kepler-606 b,
Kepler-608 b,
Kepler-609 b,
Kepler-61 b,K7 V
Kepler-611 b,
Kepler-612 b,
Kepler-613 b,
Kepler-614 b,
Kepler-615 b,
Kepler-617 b,M1 V
Kepler-618 b,
Kepler-620 b,
Kepler-621 b,
Kepler-622 b,
Kepler-623 b,
Kepler-624 b,
Kepler-626 b,
Kepler-627 b,
Kepler-628 b,
Kepler-629 b,
Kepler-63 b,
Kepler-630 b,
Kepler-631 b,
Kepler-632 b,
Kepler-634 b,
Kepler-635 b,
Kepler-637 b,
Kepler-638 b,
Kepler-639 b,
Kepler-640 b,
Kepler-641 b,
Kepler-642 b,
Kepler-643 b,
Kepler-644 b,
Kepler-645 b,
Kepler-646 b,
Kepler-648 b,
Kepler-649 b,
Kepler-650 b,
Kepler-651 b,
Kepler-652 b,
Kepler-654 b,
Kepler-655 b,
Kepler-656 b,
Kepler-657 b,
Kepler-658 b,
Kepler-659 b,
Kepler-66 b,G0 V
Kepler-660 b,
Kepler-661 b,
Kepler-662 b,
Kepler-663 b,
Kepler-664 b,
Kepler-665 b,
Kepler-666 b,
Kepler-667 b,
Kepler-668 b,
Kepler-669 b,
Kepler-67 b,G9 V
Kepler-670 b,
Kepler-671 b,
Kepler-672 b,
Kepler-673 b,
Kepler-674 b,
Kepler-675 b,
Kepler-676 b,
Kepler-677 b,
Kepler-678 b,
Kepler-679 b,
Kepler-680 b,
Kepler-681 b,
Kepler-682 b,
Kepler-683 b,
Kepler-684 b,
Kepler-685 b,
Kepler-686 b,
Kepler-687 b,
Kepler-688 b,
Kepler-689 b,
Kepler-690 b,
Kepler-691 b,
Kepler-692 b,
Kepler-694 b,
Kepler-695 b,
Kepler-696 b,
Kepler-697 b,
Kepler-698 b,
Kepler-7 b,
Kepler-700 b,
Kepler-701 b,
Kepler-702 b,
Kepler-703 b,
Kepler-704 b,
Kepler-705 b,
Kepler-706 b,
Kepler-707 b,
Kepler-708 b,
Kepler-709 b,
Kepler-710 b,
Kepler-711 b,
Kepler-713 b,
Kepler-714 b,
Kepler-715 b,
Kepler-717 b,
Kepler-718 b,
Kepler-719 b,
Kepler-720 b,
Kepler-721 b,
Kepler-723 b,
Kepler-724 b,
Kepler-725 b,
Kepler-726 b,
Kepler-727 b,
Kepler-728 b,
Kepler-729 b,
Kepler-731 b,
Kepler-733 b,
Kepler-734 b,
Kepler-735 b,
Kepler-736 b,
Kepler-737 b,
Kepler-738 b,
Kepler-739 b,
Kepler-74 b,F8 V
Kepler-740 b,
Kepler-741 b,
Kepler-742 b,
Kepler-744 b,
Kepler-745 b,
Kepler-746 b,
Kepler-747 b,
Kepler-748 b,
Kepler-749 b,
Kepler-75 b,K0 V
Kepler-751 b,
Kepler-752 b,
Kepler-753 b,
Kepler-754 b,
Kepler-756 b,
Kepler-757 b,
Kepler-759 b,
Kepler-76 b,F
Kepler-761 b,
Kepler-762 b,
Kepler-763 b,
Kepler-764 b,
Kepler-765 b,
Kepler-766 b,
Kepler-767 b,
Kepler-768 b,
Kepler-77 b,G5 V
Kepler-771 b,
Kepler-772 b,
Kepler-773 b,
Kepler-774 b,
Kepler-775 b,
Kepler-776 b,
Kepler-777 b,
Kepler-778 b,
Kepler-780 b,
Kepler-781 b,
Kepler-782 b,
Kepler-784 b,
Kepler-785 b,
Kepler-786 b,
Kepler-787 b,
Kepler-788 b,
Kepler-789 b,
Kepler-790 b,
Kepler-791 b,
Kepler-792 b,
Kepler-793 b,
Kepler-794 b,
Kepler-796 b,
Kepler-797 b,
Kepler-798 b,
Kepler-8 b,
Kepler-800 b,
Kepler-801 b,
Kepler-802 b,
Kepler-803 b,
Kepler-805 b,
Kepler-806 b,
Kepler-807 b,
Kepler-808 b,
Kepler-809 b,
Kepler-810 b,
Kepler-811 b,
Kepler-812 b,
Kepler-813 b,
Kepler-814 b,
Kepler-815 b,
Kepler-816 b,
Kepler-817 b,
Kepler-818 b,
Kepler-819 b,
Kepler-820 b,
Kepler-821 b,
Kepler-822 b,
Kepler-823 b,
Kepler-824 b,
Kepler-826 b,
Kepler-827 b,
Kepler-828 b,
Kepler-829 b,
Kepler-830 b,
Kepler-831 b,
Kepler-832 b,
Kepler-833 b,
Kepler-834 b,
Kepler-835 b,
Kepler-836 b,
Kepler-837 b,
Kepler-838 b,
Kepler-839 b,
Kepler-841 b,
Kepler-842 b,
Kepler-843 b,
Kepler-844 b,
Kepler-845 b,
Kepler-846 b,
Kepler-847 b,
Kepler-848 b,
Kepler-849 b,
Kepler-850 b,
Kepler-851 b,
Kepler-852 b,
Kepler-853 b,
Kepler-855 b,
Kepler-856 b,
Kepler-857 b,
Kepler-858 b,
Kepler-859 b,
Kepler-860 b,
Kepler-861 b,
Kepler-862 b,
Kepler-863 b,
Kepler-864 b,
Kepler-865 b,
Kepler-866 b,
Kepler-867 b,
Kepler-868 b,
Kepler-869 b,
Kepler-870 b,
Kepler-871 b,
Kepler-872 b,
Kepler-873 b,
Kepler-874 b,
Kepler-875 b,
Kepler-876 b,
Kepler-877 b,
Kepler-878 b,
Kepler-879 b,
Kepler-880 b,
Kepler-881 b,
Kepler-882 b,
Kepler-883 b,
Kepler-884 b,
Kepler-885 b,
Kepler-886 b,
Kepler-888 b,
Kepler-889 b,
Kepler-890 b,
Kepler-891 b,
Kepler-892 b,
Kepler-893 b,
Kepler-894 b,
Kepler-895 b,
Kepler-896 b,
Kepler-897 b,
Kepler-898 b,
Kepler-899 b,
Kepler-900 b,
Kepler-901 b,
Kepler-902 b,
Kepler-904 b,
Kepler-905 b,
Kepler-906 b,
Kepler-907 b,
Kepler-909 b,
Kepler-91 b,K3
Kepler-910 b,
Kepler-911 b,
Kepler-912 b,
Kepler-914 b,
Kepler-915 b,
Kepler-916 b,
Kepler-917 b,
Kepler-918 b,
Kepler-919 b,
Kepler-921 b,
Kepler-922 b,
Kepler-923 b,
Kepler-924 b,
Kepler-925 b,
Kepler-926 b,
Kepler-927 b,
Kepler-928 b,
Kepler-929 b,
Kepler-930 b,
Kepler-931 b,
Kepler-932 b,
Kepler-933 b,
Kepler-934 b,
Kepler-935 b,
Kepler-936 b,
Kepler-938 b,
Kepler-939 b,
Kepler-940 b,
Kepler-941 b,
Kepler-942 b,
Kepler-943 b,
Kepler-944 b,
Kepler-945 b,
Kepler-946 b,
Kepler-947 b,
Kepler-948 b,
Kepler-949 b,
Kepler-95 b,
Kepler-950 b,
Kepler-952 b,
Kepler-954 b,
Kepler-955 b,
Kepler-956 b,
Kepler-957 b,
Kepler-958 b,
Kepler-959 b,
Kepler-96 b,
Kepler-960 b,
Kepler-961 b,
Kepler-962 b,
Kepler-963 b,
Kepler-964 b,
Kepler-965 b,
Kepler-966 b,
Kepler-971 b,
Kepler-972 b,
Kepler-973 b,
Kepler-974 b,
Kepler-975 b,
Kepler-976 b,
Kepler-977 b,
Kepler-978 b,
Kepler-979 b,
Kepler-98 b,
Kepler-980 b,
Kepler-981 b,
Kepler-982 b,
Kepler-983 b,
Kepler-984 b,
Kepler-985 b,
Kepler-986 b,
Kepler-987 b,
Kepler-988 b,
Kepler-989 b,
Kepler-991 b,
Kepler-992 b,
Kepler-993 b,
Kepler-994 b,
Kepler-995 b,
Kepler-996 b,
Kepler-997 b,
Kepler-998 b,
Kepler-999 b,
L 168-9 b,M1 V
LHS 1478 b,m3 V
LHS 1815 b,M1
LHS 3844 b,M5
LP 714-47 b,M0.0 V
LSPM J2116+0234 b,M3.0 V
LTT 9779 b,G7 V
Lupus-TR-3 b,
MASCARA-1 b,A8
MOA-2007-BLG-192L b,
MOA-2007-BLG-400L b,
MOA-2008-BLG-310L b,
MOA-2008-BLG-379L b,K
MOA-2009-BLG-266L b,
MOA-2009-BLG-319L b,
MOA-2009-BLG-387L b,
MOA-2010-BLG-073L b,
MOA-2010-BLG-117L b,
MOA-2010-BLG-328L b,
MOA-2010-BLG-353L b,
MOA-2010-BLG-477L b,
MOA-2011-BLG-028L b,
MOA-2011-BLG-262L b,
MOA-2011-BLG-291L b,
MOA-2011-BLG-293L b,
MOA-2011-BLG-322L b,
MOA-2012-BLG-006L b,
MOA-2012-BLG-505L b,
MOA-2013-BLG-220L b,
MOA-2013-BLG-605L b,
MOA-2015-BLG-337L b,
MOA-2016-BLG-227L b,
MOA-2016-BLG-319L b,
MOA-2019-BLG-008L b,
MOA-2020-BLG-135L b,
MOA-bin-1L b,
MOA-bin-29 b,
NGC 2682 Sand 364 b,K3 III
NGC 2682 Sand 978 b,K4 III
NGC 2682 YBP 1194 b,G5 V
NGC 2682 YBP 1514 b,G5 V
NGC 2682 YBP 401 b,F9 V
NGTS-1 b,M0.5
NGTS-10 b,K5 V
NGTS-11 b,K
NGTS-12 b,G
NGTS-13 b,
NGTS-15 b,G6 V
NGTS-16 b,G7 V
NGTS-17 b,G4 V
NGTS-18 b,G5 V
NGTS-2 b,F5 V
NGTS-20 b,G1 IV
NGTS-21 b,K3 V
NGTS-23 b,F9 V
NGTS-24 b,G2 IV
NGTS-25 b,K0 V
NGTS-4 b,
NGTS-5 b,K2 V
NGTS-6 b,
NGTS-8 b,K0 V
NGTS-9 b,F8 V
OGLE-2003-BLG-235L b,K V
OGLE-2005-BLG-071L b,
OGLE-2005-BLG-169L b,K5
OGLE-2005-BLG-390L b,
OGLE-2007-BLG-368L b,
OGLE-2008-BLG-355L b,
OGLE-2011-BLG-0173L b,
OGLE-2011-BLG-0251L b,M
OGLE-2011-BLG-0265L b,
OGLE-2012-BLG-0358L b,
OGLE-2012-BLG-0406L b,
OGLE-2012-BLG-0563L b,
OGLE-2012-BLG-0724L b,M V
OGLE-2012-BLG-0838L b,
OGLE-2012-BLG-0950L b,M V
OGLE-2013-BLG-0102L b,
OGLE-2013-BLG-0132L b,
OGLE-2013-BLG-0911L b,
OGLE-2013-BLG-1721L b,
OGLE-2013-BLG-1761L b,
OGLE-2014-BLG-0124L b,
OGLE-2014-BLG-0319L b,M
OGLE-2014-BLG-0676L b,
OGLE-2014-BLG-1760L b,
OGLE-2015-BLG-0051L b,
OGLE-2015-BLG-0954L b,
OGLE-2015-BLG-0966L b,
OGLE-2015-BLG-1649L b,
OGLE-2015-BLG-1670L b,
OGLE-2015-BLG-1771L b,
OGLE-2016-BLG-0263L b,
OGLE-2016-BLG-1067L b,
OGLE-2016-BLG-1190L b,
OGLE-2016-BLG-1195L b,
OGLE-2016-BLG-1227L b,
OGLE-2017-BLG-0173L b,
OGLE-2017-BLG-0373L b,
OGLE-2017-BLG-0406L b,
OGLE-2017-BLG-0482L b,
OGLE-2017-BLG-0604L b,
OGLE-2017-BLG-1049L b,
OGLE-2017-BLG-1099L b,
OGLE-2017-BLG-1140L b,
OGLE-2017-BLG-1375L b,
OGLE-2017-BLG-1434L b,
OGLE-2017-BLG-1522L b,
